0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.570796326794896558e+00,0.000000000000000000e+00,3.872701449671733243e-01,-1.161810434901519473e+00
-1.570409056649929358e+00,-1.161810434901519411e-03,3.418473298802191529e-01,-1.025541989640657015e+00
-1.570067209320049173e+00,-2.187352424542176633e-03,2.961298843104082090e-01,-8.883910173770512841e-01
-1.569771079435738681e+00,-3.075743441919227914e-03,2.501238771903836478e-01,-7.503754188624559562e-01
-1.569520955558548314e+00,-3.826118860781683659e-03,2.038351481940028909e-01,-6.115124611080269279e-01
-1.569317120410354205e+00,-4.437631321889710240e-03,1.572693409508430784e-01,-4.718188706216769890e-01
-1.569159851069403366e+00,-4.909450192511387139e-03,1.104319382893859391e-01,-3.313109323543392826e-01
-1.569049419131113954e+00,-5.240761124865726296e-03,6.332829945554002693e-02,-1.900045942044943648e-01
-1.568986090831658409e+00,-5.430765719070220626e-03,1.596369925669752915e-02,-4.791557694028750203e-02
-1.568970127132401693e+00,-5.478681296010507774e-03,-3.165663091591015138e-02,9.494051059421926286e-02
-1.569001783763317670e+00,-5.383740785416288137e-03,-7.952746023238443929e-02,2.385480511181812535e-01
-1.569081311223549990e+00,-5.145192734298106516e-03,-1.276435137826225641e-01,3.828912935278911411e-01
-1.569208954737332684e+00,-4.762301440770215499e-03,-1.759994261953108929e-01,5.279542226191223930e-01
-1.569384954163528079e+00,-4.234347218151092961e-03,-2.245896935678698969e-01,6.737204240606072814e-01
-1.569609543857096057e+00,-3.560626794090485537e-03,-2.734086237628571836e-01,8.201729447758181468e-01
-1.569882952480858851e+00,-2.740453849314667539e-03,-3.224502851334823950e-01,9.672941489105242319e-01
-1.570205402765992408e+00,-1.773159700404143384e-03,-3.717084537502796104e-01,1.115065569590252270e+00
-1.570577111219742639e+00,-6.580941308138910963e-04,-4.211765592127691415e-01,1.263467756705210832e+00
-1.570998287778955449e+00,6.053736258913196538e-04,-4.708476291442821871e-01,1.412480121000911693e+00
-1.571469135408099627e+00,2.017853746892231230e-03,-5.207142324851485871e-01,1.562080774800984173e+00
-1.571989849640584858e+00,3.579934521693215431e-03,-5.707684217192727782e-01,1.712246369744869545e+00
-1.572560618062304183e+00,5.292180891438085302e-03,-6.210016741918531480e-01,1.862951931987485654e+00
-1.573181619736496062e+00,7.155132823425570596e-03,-6.714048327016759465e-01,2.014170695380694376e+00
-1.573853024569197734e+00,9.169303518806265485e-03,-7.219680455800768781e-01,2.165873933237579152e+00
-1.574574992614777846e+00,1.133517745204384516e-02,-7.726807065002805341e-01,2.318030789370089551e+00
-1.575347673321278119e+00,1.365320824141393399e-02,-8.235313942953241817e-01,2.470608109188266788e+00
-1.576171204715573371e+00,1.612381635060219920e-02,-8.745078130999914823e-01,2.623570271754630756e+00
-1.577045712528673427e+00,1.874738662235683057e-02,-9.255967331719249236e-01,2.776879023799791124e+00
-1.577971309261845256e+00,2.152426564615662202e-02,-9.767839327890202039e-01,2.930493316823986838e+00
-1.578948093194634250e+00,2.445475896298060850e-02,-1.028054141663935939e+00,3.084369148532972282e+00
-1.579976147336298098e+00,2.753912811151357914e-02,-1.079390986361555393e+00,3.238459409983916348e+00
-1.581055538322659659e+00,3.077758752149749658e-02,-1.130776938250886321e+00,3.392713739946019214e+00
-1.582186315260910581e+00,3.417030126144351282e-02,-1.182193264568385471e+00,3.547078388109112357e+00
-1.583368508525478946e+00,3.771737964955262229e-02,-1.233619983214178317e+00,3.701496088899112635e+00
-1.584602128508693086e+00,4.141887573845173809e-02,-1.285035821945040624e+00,3.855905947778815346e+00
-1.585887164330638033e+00,4.527478168623055160e-02,-1.336418182667142407e+00,4.010243342022815405e+00
-1.587223582513305198e+00,4.928502502825336806e-02,-1.387743111566108967e+00,4.164439838052573784e+00
-1.588611325624871284e+00,5.344946486630594573e-02,-1.438985275840480194e+00,4.318423127497704073e+00
-1.590050310900711805e+00,5.776788799380364742e-02,-1.490117947825578160e+00,4.472116984208001966e+00
-1.591540428848537303e+00,6.224000497801165238e-02,-1.541112997306507193e+00,4.625441244472962232e+00
-1.593081541845843718e+00,6.686544622248460912e-02,-1.591940892819782682e+00,4.778311812706658834e+00
-1.594673482738663495e+00,7.164375803519126840e-02,-1.642570712731236116e+00,4.930640694821128989e+00
-1.596316053451394712e+00,7.657439873001239961e-02,-1.692970166851667457e+00,5.082336061435991148e+00
-1.598009023618246482e+00,8.165673479144838764e-02,-1.743105629309663618e+00,5.233302342951534847e+00
-1.599752129247556054e+00,8.689003713439992505e-02,-1.792942183341644125e+00,5.383440358342934218e+00
-1.601545071430897638e+00,9.227347749274285305e-02,-1.842443678581341837e+00,5.532647479311212813e+00
-1.603387515109478967e+00,9.780612497205407041e-02,-1.891572801333744946e+00,5.680817831149740371e+00
-1.605279087910812752e+00,1.034869428032038075e-01,-1.940291158201507438e+00,5.827842531352021460e+00
-1.607219379069014353e+00,1.093147853345558251e-01,-1.988559373295027743e+00,5.973609966597489773e+00
-1.609207938442309471e+00,1.152883953011533125e-01,-2.036337199101321715e+00,6.118006108308453150e+00
-1.611244275641410706e+00,1.214064014094617672e-01,-2.083583640912690438e+00,6.260914866476785079e+00
-1.613327859282323473e+00,1.276673162759385527e-01,-2.130257094525823014e+00,6.402218480918569377e+00
-1.615458116376849329e+00,1.340695347568571227e-01,-2.176315496717968756e+00,6.541797948536109963e+00
-1.617634431873567369e+00,1.406113327053932216e-01,-2.221716487792373407e+00,6.679533484558685785e+00
-1.619856148361359827e+00,1.472908661899519078e-01,-2.266417585264317580e+00,6.815305015107536946e+00
-1.622122565946624073e+00,1.541061712050594557e-01,-2.310376367536358000e+00,6.948992697799827312e+00
-1.624432942314160355e+00,1.610551639028592885e-01,-2.353550666191938756e+00,7.080477466485358917e+00
-1.626786492980352383e+00,1.681356413693446405e-01,-2.395898765325950475e+00,7.209641595614482590e+00
-1.629182391745678249e+00,1.753452829649591316e-01,-2.437379606134937315e+00,7.336369279182529901e+00
-1.631619771351813242e+00,1.826816522441416513e-01,-2.477952994814411003e+00,7.460547218702009431e+00
-1.634097724346627700e+00,1.901421994628436640e-01,-2.517579811661923017e+00,7.582065214235231387e+00
-1.636615304158289597e+00,1.977242646770789036e-01,-2.556222219167646692e+00,7.700816752192412018e+00
-1.639171526377457333e+00,2.054250814292713223e-01,-2.593843866794091291e+00,7.816699583377408445e+00
-1.641765370244251399e+00,2.132417810126487345e-01,-2.630410090107292653e+00,7.929616284656570535e+00
-1.644395780334358736e+00,2.211713972973053111e-01,-2.665888101926432441e+00,8.039474797644290405e+00
-1.647061668436285098e+00,2.292108720949496137e-01,-2.700247173209212814e+00,8.146188937946892139e+00
-1.649761915609494256e+00,2.373570610328964992e-01,-2.733458801486956080e+00,8.249678868785867536e+00
-1.652495374410981155e+00,2.456067399016823583e-01,-2.765496864805453647e+00,8.349871533229562104e+00
-1.655260871275786583e+00,2.539566114349119386e-01,-2.796337759312697901e+00,8.446701039792420929e+00
-1.658057209035099344e+00,2.624033124747043866e-01,-2.825960518859112369e+00,8.540108996802276309e+00
-1.660883169553958538e+00,2.709434214715066847e-01,-2.854346915234700077e+00,8.630044791674352567e+00
-1.663737516469193212e+00,2.795734662631810252e-01,-2.881481537954537764e+00,8.716465812048326711e+00
-1.666618998007147745e+00,2.882899320752293493e-01,-2.907351852812182891e+00,8.799337606621632446e+00
-1.669526349859959957e+00,2.970892696818510093e-01,-2.931948238742117407e+00,8.878633984426320680e+00
